World,Level,Meta,Puzzle No.,Puzzle,No. Possible,No. Required,ScrambleYN,Letter,Piece 1,Piece 2,Piece 3,Piece 4,Piece 5,Piece 6,Notes,Solution 1,Solution 2,Solution 3,Solution 4,Solution 5,Solution 6,Solution 7,Solution 8,Solution 9,Solution 10,Solution 11,Solution 12,Solution 13,Solution 14,Solution 15,Solution 16,No. Letters,No. Blanks,No. Repeat Ltr. Cubes,Full-length Freq.,Min. Freq.,Max. Freq.,No. Freq. 1,No. Freq. 2,No. Freq. 3,No. Freq. 4,No. Freq. 5,No. Freq. 6,No. Freq. 7,No. Freq. 8,No. Freq. 9,No. Freq. 10
,,,,DITCH,4,,,, D,IT,CH,,,,,DIT,DITCH,CHIT,ITCH,,,,,,,,,,,,,5,1,0,2,2,7,0,0,1,1,1,0,0,1,0,0
,,,,SHOUT,3,,,, S,HO,UT,,,,,UTS,SHOUT,OHS,,,,,,,,,,,,,,5,1,0,2,2,7,0,0,1,1,0,0,0,1,0,0
,,,,SPRITZ,3,,,,SP,RI,TZ,,,,,RIPS,SPRITZ,RITZ,,,,,,,,,,,,,,6,0,0,5,2,8,0,0,1,0,0,1,0,0,1,0
,,,,REWAX,4,,,,RE,WA,X ,,,,,REX,WARE,REWAX,WAX,,,,,,,,,,,,,5,1,0,8,3,8,0,0,0,1,1,1,0,0,1,0
,,,,SCARPH,3,,,,SC,AR,PH,,,,,SCARPH,SCAR,ARCS,,,,,,,,,,,,,,6,0,0,8,3,8,0,0,0,2,0,0,0,0,1,0
,,,,EDGES,6,,,,ED,GE,S ,,,,,SEDGE,EDGES,SEG,EDS,EDGE,GEED,,,,,,,,,,,5,1,0,2,0,8,1,0,1,1,0,2,0,0,1,0
,,,,KABALA,3,,,,KA,BA,LA,,,,,ALBA,KABALA,BAAL,,,,,,,,,,,,,,6,0,0,8,5,8,0,0,0,0,0,2,0,0,1,0
,,,,AXIAL,3,,,, A,XI,AL,,,,,AAL,AXIAL,ALA,,,,,,,,,,,,,,5,1,0,5,5,8,0,0,0,0,0,2,0,0,1,0
,,,,PORISM,3,,,,PO,RI,SM,,,,,RIMS,PORISM,POMS,,,,,,,,,,,,,,6,0,0,7,3,7,0,0,0,1,0,0,1,1,0,0
,,,,AUDADS,3,,,,AU,DA,DS,,,,,AUDADS,ADDS,DADS,,,,,,,,,,,,,,6,0,0,8,1,8,0,1,0,1,0,0,0,0,1,0
,,,,PISOS,5,,,, P,IS,OS,,,,,SIP,SOP,PIS,PISOS,PSI,,,,,,,,,,,,5,1,0,8,3,8,0,0,0,3,0,0,1,0,1,0
,,,,AVOID,5,,,, A,VO,ID,,,,,AID,VOID,AVO,AVOID,OVA,,,,,,,,,,,,5,1,0,1,1,7,0,2,1,1,0,0,0,1,0,0
,,,,YACHTS,3,,,,YA,CH,TS,,,,,CHAY,YACHTS,STAY,,,,,,,,,,,,,,6,0,0,3,0,8,1,0,0,1,0,0,0,0,1,0
,,,,BRACEROS,3,,,,BRA,CER,OS ,,,,,CEROS,BRACEROS,BRACER,,,,,,,,,,,,,,8,1,0,6,6,7,0,0,0,0,0,0,2,1,0,0
,,,,REHEMS,4,,,,RE,HE,MS,,,,,REHEMS,HEMS,REMS,HERE,,,,,,,,,,,,,6,0,0,8,0,8,1,0,0,1,0,1,0,0,1,0
,,,,SWIVES,4,,,,SW,IV,ES,,,,,VIES,SWIVES,SEWS,VISE,,,,,,,,,,,,,6,0,0,8,3,8,0,0,0,3,0,0,0,0,1,0
,,,,ERASES,7,,,,ER,AS,ES,,,,,REES,SEER,SEAS,SERE,ERAS,ERASES,SAREES,,,,,,,,,,6,0,0,2,2,8,0,0,1,4,0,1,0,0,1,0
,,,,REPLUNGE,3,,,, RE,PLU,NGE,,,,,GENRE,REPLUNGE,PLUNGE,,,,,,,,,,,,,,8,1,0,8,2,8,0,0,1,1,0,0,0,0,1,0
,,,,COLOGS,5,,,,CO,LO,GS,,,,,COGS,COOL,LOCO,COLOGS,LOGS,,,,,,,,,,,,6,0,0,8,0,8,1,1,0,1,0,1,0,0,1,0
,,,,ENACTORS,3,,,, EN,ACT,ORS,,,,,ENACTORS,ACTORS,ENACT,,,,,,,,,,,,,,8,1,0,8,2,8,0,0,1,1,0,0,0,0,1,0
,,,,SEPTAL,5,,,,SE,PT,AL,,,,,SEPTAL,ALES,SEPT,LASE,SEAL,,,,,,,,,,,,6,0,0,7,2,7,0,0,1,1,1,1,0,1,0,0
,,,,BRITCHES,3,,,,BRI,TCH,ES ,,,,,BRIES,BRITCHES,RIBES,,,,,,,,,,,,,,8,1,0,3,3,8,0,0,0,1,0,0,1,0,1,0
,,,,GAITER,5,,,,GA,IT,ER,,,,,TIER,GAITER,AGER,TIRE,GAIT,,,,,,,,,,,,6,0,0,5,0,8,1,0,0,2,0,1,0,0,1,0
,,,,FERVIDLY,3,,,,FER,VID,LY ,,,,,FERVIDLY,FERVID,FERLY,,,,,,,,,,,,,,8,1,0,5,5,8,0,0,0,0,0,2,0,0,1,0
,,,,SEROLOGY,3,,,,SER,OLO,GY ,,,,,SEROLOGY,OLOGY,LOOSER,,,,,,,,,,,,,,8,1,0,6,3,7,0,0,0,1,0,0,1,1,0,0
,,,,FRIZZLER,3,,,,FRI,ZZL,ER ,,,,,FRIZZLER,RIFER,FRIER,,,,,,,,,,,,,,8,1,0,8,3,8,0,0,0,1,0,1,0,0,1,0
,,,,TRACTIVE,3,,,, TR,ACT,IVE,,,,,ACTIVE,TRACTIVE,TRACT,,,,,,,,,,,,,,8,1,0,7,1,7,0,1,0,1,0,0,0,1,0,0
,,,,OBSESS,4,,,,OB,SE,SS,,,,,BOSSES,OBES,OBSESS,BOSS,,,,,,,,,,,,,6,0,1,2,2,8,0,0,2,1,0,0,0,0,1,0
,,,,ALPINELY,3,,,,ALP,INE,LY ,,,,,PALLY,ALPINELY,ALPINE,,,,,,,,,,,,,,8,1,0,8,4,8,0,0,0,0,1,0,1,0,1,0
,,,,RUSHED,6,,,,RU,SH,ED,,,,,RUSH,RUED,RUDE,RUSHED,EDHS,SHED,,,,,,,,,,,6,0,0,2,0,8,1,1,2,1,0,0,0,0,1,0
,,,,RUTHENIC,3,,,, RU,THE,NIC,,,,,RUNIC,RUTHENIC,ETHNIC,,,,,,,,,,,,,,8,1,0,7,2,7,0,0,1,0,0,1,0,1,0,0
,,,,PORKS,4,,,,PO,RK,S ,,,,,SOP,PORK,PORKS,OPS,,,,,,,,,,,,,5,1,0,8,2,8,0,0,1,1,0,1,0,0,1,0
,,,,MAIDEN,7,,,,MA,ID,EN,,,,,DINE,NEMA,MAIDEN,AMEN,AMID,MAID,MANE,,,,,,,,,,6,0,0,3,2,8,0,0,1,5,0,0,0,0,1,0
,,,,CECAL,4,,,, C,EC,AL,,,,,CECAL,LAC,LACE,ALEC,,,,,,,,,,,,,5,1,0,6,3,8,0,0,0,1,0,0,2,0,1,0
,,,,CHOTTS,3,,,,CH,OT,TS,,,,,TOTS,CHOTTS,TOST,,,,,,,,,,,,,,6,0,0,8,3,8,0,0,0,2,0,0,0,0,1,0
,,,,AROUSERS,4,,,,ARO,USE,RS ,,,,,ROARS,AROUSE,AROUSERS,USERS,,,,,,,,,,,,,8,1,0,8,1,8,0,1,0,2,0,0,0,0,1,0
,,,,DILATERS,3,,,,DIL,ATE,RS ,,,,,DILATERS,TEARS,DILATE,,,,,,,,,,,,,,8,1,0,8,2,8,0,0,1,1,0,0,0,0,1,0
,,,,CREASERS,3,,,,CRE,ASE,RS ,,,,,CREASERS,SEARS,CREASE,,,,,,,,,,,,,,8,1,0,8,3,8,0,0,0,2,0,0,0,0,1,0
,,,,RODEOS,3,,,,RO,DE,OS,,,,,RODEOS,ROOSED,RODE,,,,,,,,,,,,,,6,0,0,3,2,8,0,0,1,1,0,0,0,0,1,0
,,,,BELLS,3,,,, B,EL,LS,,,,,ELLS,BEL,BELLS,,,,,,,,,,,,,,5,1,0,2,2,7,0,0,1,0,0,1,0,1,0,0
,,,,DAUBY,4,,,,DA,UB,Y ,,,,,DAUB,DAUBY,BUY,DAY,,,,,,,,,,,,,5,1,0,8,0,8,2,0,0,1,0,0,0,0,1,0
,,,,DAUBE,4,,,, D,AU,BE,,,,,BEAU,DEB,DAUBE,BED,,,,,,,,,,,,,5,1,0,7,0,7,1,0,0,0,0,2,0,1,0,0
,,,,CRIMPING,3,,,, CR,IMP,ING,,,,,IMPING,CRIMPING,CRIMP,,,,,,,,,,,,,,8,1,0,4,4,8,0,0,0,0,2,0,0,0,1,0
,,,,HIDROSES,3,,,,HID,ROS,ES ,,,,,ROSES,HIDROSES,HIDES,,,,,,,,,,,,,,8,1,0,7,1,7,0,1,0,1,0,0,0,1,0,0
,,,,ABJURE,3,,,,AB,JU,RE,,,,,JUBA,ABJURE,BARE,,,,,,,,,,,,,,6,0,0,5,2,7,0,0,1,0,0,1,0,1,0,0
,,,,RAGTIMES,3,,,,RAG,TIM,ES ,,,,,TIMES,RAGTIMES,RAGES,,,,,,,,,,,,,,8,1,0,8,1,8,0,1,0,1,0,0,0,0,1,0
,,,,UNITER,4,,,,UN,IT,ER,,,,,TIER,TIRE,UNIT,UNITER,,,,,,,,,,,,,6,0,0,8,0,8,2,0,0,1,0,0,0,0,1,0
,,,,TUBATE,5,,,,TU,BA,TE,,,,,ABET,BATE,ABUT,TUBA,TUBATE,,,,,,,,,,,,6,0,0,7,3,7,0,0,0,2,1,1,0,1,0,0
,,,,ESTOPS,4,,,,ES,TO,PS,,,,,SPOT,ESTOPS,TOES,TOPS,,,,,,,,,,,,,6,0,0,8,0,8,1,0,2,0,0,0,0,0,1,0
,,,,SNIFFING,3,,,, SN,IFF,ING,,,,,SNIFFING,SNIFF,FIFING,,,,,,,,,,,,,,8,1,0,3,2,8,0,0,1,1,0,0,0,0,1,0
,,,,FONDU,3,,,, F,ON,DU,,,,,FON,FUD,FONDU,,,,,,,,,,,,,,5,1,0,5,5,8,0,0,0,0,0,2,0,0,1,0
,,,,MYSTICAL,3,,,,MYS,TIC,AL ,,,,,MYSTICAL,MYSTIC,TICAL,,,,,,,,,,,,,,8,1,0,3,2,7,0,0,1,1,0,0,0,1,0,0
,,,,VIAND,4,,,,VI,AN,D ,,,,,AND,VINA,VIAND,DIVAN,,,,,,,,,,,,,5,1,0,5,0,7,1,0,0,0,0,2,0,1,0,0
,,,,POSING,5,,,,PO,SI,NG,,,,,SING,PONG,POIS,POSING,SIGN,,,,,,,,,,,,6,0,0,2,0,8,2,0,1,0,0,0,1,0,1,0
,,,,RINKS,4,,,,RI,NK,S ,,,,,RINKS,SIR,SRI,RINK,,,,,,,,,,,,,5,1,0,3,0,7,1,0,0,2,0,0,0,1,0,0
,,,,OUTDARED,3,,,,OUT,DAR,ED ,,,,,OUTED,OUTDARED,DARED,,,,,,,,,,,,,,8,1,0,8,2,8,0,0,1,1,0,0,0,0,1,0
,,,,PARE,3,,,,PA,RE,,,,,,PARE,REAP,APER,,,,,,,,,,,,,,4,2,0,3,3,8,0,0,0,2,0,0,0,0,1,0
,,,,FORKER,3,,,,FO,RK,ER,,,,,FORK,FORE,FORKER,,,,,,,,,,,,,,6,0,0,8,2,8,0,0,1,1,0,0,0,0,1,0
,,,,CLEFS,3,,,,CL,EF,S ,,,,,EFS,CLEF,CLEFS,,,,,,,,,,,,,,5,1,0,3,3,8,0,0,0,2,0,0,0,0,1,0
,,,,RUCHE,3,,,, R,UC,HE,,,,,RUCHE,CUR,HER,,,,,,,,,,,,,,5,1,0,7,0,7,1,0,0,1,0,0,0,1,0,0
,,,,GASHES,6,,,,GA,SH,ES,,,,,GASH,GASHES,AGES,SHES,GAES,SHAG,,,,,,,,,,,6,0,0,3,1,8,0,1,0,3,0,1,0,0,1,0
,,,,DIATONIC,3,,,,DIA,TON,IC ,,,,,TONIC,ONTIC,DIATONIC,,,,,,,,,,,,,,8,1,0,6,3,7,0,0,0,1,0,0,1,1,0,0
,,,,MENIAL,5,,,,ME,NI,AL,,,,,LAIN,ALME,MENIAL,MEAL,LAME,,,,,,,,,,,,6,0,0,3,1,8,0,1,1,2,0,0,0,0,1,0
,,,,PAVINS,3,,,,PA,VI,NS,,,,,PANS,SNAP,PAVINS,,,,,,,,,,,,,,6,0,0,8,3,8,0,0,0,2,0,0,0,0,1,0
,,,,DREDGE,4,,,,DR,ED,GE,,,,,DREDGE,EDGE,DREG,GEED,,,,,,,,,,,,,6,0,0,3,0,7,1,0,0,2,0,0,0,1,0,0
,,,,DWINE,5,,,, D,WI,NE,,,,,WINED,DWINE,END,DEN,WINE,,,,,,,,,,,,5,1,0,3,0,8,1,1,0,2,0,0,0,0,1,0
,,,,SALTIRES,3,,,,SAL,TIR,ES ,,,,,TIRES,SALTIRES,SALES,,,,,,,,,,,,,,8,1,0,7,1,7,0,1,1,0,0,0,0,1,0,0
,,,,COPENS,4,,,,CO,PE,NS,,,,,COPENS,CONS,PENS,COPE,,,,,,,,,,,,,6,0,0,8,1,8,0,1,1,1,0,0,0,0,1,0
,,,,REGRATED,3,,,,REG,RAT,ED ,,,,,RATED,REGRATED,GREED,,,,,,,,,,,,,,8,1,0,8,2,8,0,0,2,0,0,0,0,0,1,0
,,,,BEFLECKS,3,,,, BE,FLE,CKS,,,,,BECKS,BEFLECKS,FLECKS,,,,,,,,,,,,,,8,1,0,8,3,8,0,0,0,1,0,1,0,0,1,0
,,,,KARATE,5,,,,KA,RA,TE,,,,,TEAR,TEAK,RATE,KARATE,ARAK,,,,,,,,,,,,6,0,0,3,0,7,1,0,1,2,0,0,0,1,0,0
,,,,ISLING,4,,,,IS,LI,NG,,,,,LING,SING,ISLING,SIGN,,,,,,,,,,,,,6,0,0,8,0,8,2,0,0,0,0,0,1,0,1,0
,,,,PIPESTEM,3,,,, PI,PES,TEM,,,,,PIPES,TEMPI,PIPESTEM,,,,,,,,,,,,,,8,1,0,8,2,8,0,0,1,1,0,0,0,0,1,0
,,,,TRESSIER,3,,,, TR,ESS,IER,,,,,TRESSIER,TRIER,TRESS,,,,,,,,,,,,,,8,1,0,8,5,8,0,0,0,0,0,1,1,0,1,0
,,,,NESTOR,5,,,,NE,ST,OR,,,,,ORTS,NEST,NESTOR,NETS,ROTS,,,,,,,,,,,,6,0,0,5,2,7,0,0,2,1,0,1,0,1,0,0
,,,,TOLLER,3,,,,TO,LL,ER,,,,,TORE,TOLLER,TOLL,,,,,,,,,,,,,,6,0,1,8,2,8,0,0,2,0,0,0,0,0,1,0
,,,,UPSETS,4,,,,UP,SE,TS,,,,,STUPES,UPSETS,PUTS,SETS,,,,,,,,,,,,,6,0,0,1,1,8,0,3,0,0,0,0,0,0,1,0
,,,,CONFIDES,3,,,,CON,FID,ES ,,,,,CONFIDES,CONES,ONCES,,,,,,,,,,,,,,8,1,0,3,3,8,0,0,0,2,0,0,0,0,1,0
,,,,NITRE,7,,,, N,IT,RE,,,,,NITER,TIRE,NITRE,TIN,TIER,ERN,NIT,,,,,,,,,,5,1,0,5,0,8,1,1,0,2,0,2,0,0,1,0
,,,,STOLEN,7,,,,ST,OL,EN,,,,,STOLEN,LOST,LOTS,LONE,NEST,ENOL,NETS,,,,,,,,,,6,0,0,2,0,7,1,1,3,1,0,0,0,1,0,0
,,,,REPRICED,4,,,,REP,RIC,ED ,,,,,REPRICED,RICED,PREED,CRIED,,,,,,,,,,,,,8,1,0,6,0,8,1,0,0,1,0,0,1,0,1,0
,,,,STOLED,5,,,,ST,OL,ED,,,,,LOTS,STOLED,OLDEST,LODE,LOST,,,,,,,,,,,,6,0,0,1,0,8,1,2,0,0,0,1,0,0,1,0
,,,,FELLATED,3,,,, FE,LLA,TED,,,,,FELLA,FETED,FELLATED,,,,,,,,,,,,,,8,1,0,8,3,8,0,0,0,1,0,0,1,0,1,0
,,,,REFUELED,4,,,,REF,UEL,ED ,,,,,REFUELED,REFED,REFUEL,FREED,,,,,,,,,,,,,8,1,0,3,2,8,0,0,1,2,0,0,0,0,1,0
,,,,LACING,3,,,,LA,CI,NG,,,,,LANG,LACING,LAIC,,,,,,,,,,,,,,6,0,0,3,3,7,0,0,0,1,0,1,0,1,0,0
,,,,FELLATES,4,,,, FE,LLA,TES,,,,,FELLA,FETES,FELLATES,STELLA,,,,,,,,,,,,,8,1,0,8,3,8,0,0,0,1,0,1,1,0,1,0
,,,,CAUSABLE,3,,,, CA,USA,BLE,,,,,USABLE,CAUSABLE,CABLE,,,,,,,,,,,,,,8,1,0,8,2,8,0,0,2,0,0,0,0,0,1,0
,,,,EPOXY,3,,,,EP,OX,Y ,,,,,YEP,OXY,EPOXY,,,,,,,,,,,,,,5,1,0,5,4,8,0,0,0,0,1,1,0,0,1,0
,,,,VOICE,3,,,,VO,IC,E ,,,,,VOE,VOICE,ICE,,,,,,,,,,,,,,5,1,0,0,0,7,2,0,0,0,0,0,0,1,0,0
,,,,KRONA,3,,,, K,RO,NA,,,,,KRONA,KOR,ROAN,,,,,,,,,,,,,,5,1,0,5,5,7,0,0,0,0,0,2,0,1,0,0
,,,,FORCE,4,,,, F,OR,CE,,,,,CERO,FRO,FOR,FORCE,,,,,,,,,,,,,5,1,0,0,0,7,2,0,0,1,0,0,0,1,0,0
,,,,CRANKEST,3,,,, CR,ANK,EST,,,,,CREST,CRANK,CRANKEST,,,,,,,,,,,,,,8,1,0,8,3,8,0,0,0,2,0,0,0,0,1,0
,,,,PAPPI,3,,,, P,AP,PI,,,,,PAP,PIP,PAPPI,,,,,,,,,,,,,,5,1,0,8,3,8,0,0,0,1,0,1,0,0,1,0
,,,,HORSEPOX,3,,,, HO,RSE,POX,,,,,HOERS,HORSEPOX,HORSE,,,,,,,,,,,,,,8,1,0,8,0,8,1,0,0,0,0,0,1,0,1,0
,,,,LION,3,,,,LI,ON,,,,,,LINO,LION,NOIL,,,,,,,,,,,,,,4,2,0,2,2,7,0,0,1,0,0,0,1,1,0,0
,,,,PALELY,4,,,,PA,LE,LY,,,,,PALY,LEAP,PALELY,PALE,,,,,,,,,,,,,6,0,0,6,2,7,0,0,2,0,0,0,1,1,0,0
,,,,DOGIES,5,,,,DO,GI,ES,,,,,DOGIES,DOES,GIES,ODES,DOSE,,,,,,,,,,,,6,0,0,5,0,8,1,0,1,1,0,1,0,0,1,0
,,,,ENFEEBLE,3,,,, EN,FEE,BLE,,,,,LEBEN,ENFEEBLE,FEEBLE,,,,,,,,,,,,,,8,1,0,5,2,8,0,0,1,0,0,1,0,0,1,0
,,,,FLORALLY,3,,,,FLO,RAL,LY ,,,,,FLORAL,RALLY,FLORALLY,,,,,,,,,,,,,,8,1,0,7,3,7,0,0,0,2,0,0,0,1,0,0
,,,,MUCHLY,3,,,,MU,CH,LY,,,,,MUCH,MUCHLY,CHUM,,,,,,,,,,,,,,6,0,0,8,0,8,1,0,0,1,0,0,0,0,1,0
,,,,RUFFES,4,,,,RU,FF,ES,,,,,RUFFES,RUES,RUSE,RUFF,,,,,,,,,,,,,6,0,1,8,3,8,0,0,0,3,0,0,0,0,1,0
,,,,PITHED,3,,,,PI,TH,ED,,,,,PITH,PIED,PITHED,,,,,,,,,,,,,,6,0,0,8,5,8,0,0,0,0,0,2,0,0,1,0
,,,,AVERAGED,3,,,,AVE,RAG,ED ,,,,,RAGED,EAVED,AVERAGED,,,,,,,,,,,,,,8,1,0,3,3,8,0,0,0,2,0,0,0,0,1,0
,,,,WISENT,3,,,,WI,SE,NT,,,,,WISENT,WISE,SENT,,,,,,,,,,,,,,6,0,0,7,0,7,1,1,0,0,0,0,0,1,0,0
,,,,SIXTE,4,,,, S,IX,TE,,,,,SET,XIS,SIX,SIXTE,,,,,,,,,,,,,5,1,0,8,0,8,2,0,0,0,0,0,1,0,1,0
,,,,LENDER,6,,,,LE,ND,ER,,,,,RELEND,LEER,REND,LEND,LENDER,REEL,,,,,,,,,,,6,0,0,4,1,8,0,1,1,2,1,0,0,0,1,0
,,,,YAWNER,3,,,,YA,WN,ER,,,,,YAWN,YAWNER,YARE,,,,,,,,,,,,,,6,0,0,6,2,7,0,0,1,0,0,0,1,1,0,0
,,,,ADORE,7,,,, A,DO,RE,,,,,DORE,DOER,ADORE,ARE,ADO,REDO,ERA,,,,,,,,,,5,1,0,3,0,8,1,0,1,4,0,0,0,0,1,0
,,,,BLASTEMA,3,,,,BLA,STE,MA ,,,,,BLASTEMA,ABLEST,MATES,,,,,,,,,,,,,,8,1,0,7,3,7,0,0,0,2,0,0,0,1,0,0
,,,,STRANGLE,3,,,,STR,ANG,LE ,,,,,STRANGLE,ANGLE,STRANG,,,,,,,,,,,,,,8,1,0,3,0,8,1,0,0,1,0,0,0,0,1,0
,,,,ADORN,4,,,,AD,OR,N ,,,,,ORAD,NOR,ROAD,ADORN,,,,,,,,,,,,,5,1,0,3,0,8,2,0,0,1,0,0,0,0,1,0
,,,,RESHAVED,3,,,, RE,SHA,VED,,,,,RESHAVED,SHARE,SHAVED,,,,,,,,,,,,,,8,1,0,8,1,8,0,1,0,1,0,0,0,0,1,0
,,,,RESHAVEN,3,,,, RE,SHA,VEN,,,,,SHARE,RESHAVEN,SHAVEN,,,,,,,,,,,,,,8,1,0,8,1,8,0,1,0,1,0,0,0,0,1,0
,,,,RESHAVES,3,,,, RE,SHA,VES,,,,,SHAVES,RESHAVES,SHARE,,,,,,,,,,,,,,8,1,0,8,1,8,0,1,0,1,0,0,0,0,1,0
,,,,COPALS,4,,,,CO,PA,LS,,,,,PALS,COLS,SLAP,COPALS,,,,,,,,,,,,,6,0,0,7,3,7,0,0,0,2,0,1,0,1,0,0
,,,,GURSH,4,,,, G,UR,SH,,,,,SHRUG,RUSH,GURSH,RUG,,,,,,,,,,,,,5,1,0,3,1,8,0,1,0,2,0,0,0,0,1,0
,,,,CURSEDLY,4,,,,CUR,SED,LY ,,,,,CURSED,LYSED,CURSEDLY,CURLY,,,,,,,,,,,,,8,1,0,6,2,8,0,0,1,1,0,0,1,0,1,0
,,,,FRUGS,3,,,, F,RU,GS,,,,,FUR,RUGS,FRUGS,,,,,,,,,,,,,,5,1,0,8,2,8,0,0,1,1,0,0,0,0,1,0
,,,,GRIDES,5,,,,GR,ID,ES,,,,,DIES,GRIDES,GRID,DIRGES,IDES,,,,,,,,,,,,6,0,0,3,1,8,0,1,1,1,0,1,0,0,1,0
,,,,OZONE,4,,,,OZ,ON,E ,,,,,OZONE,EON,ZOON,ONE,,,,,,,,,,,,,5,1,0,2,0,7,1,0,1,1,0,0,0,1,0,0
,,,,MISTRESS,3,,,, MI,STR,ESS,,,,,STRESS,MISES,MISTRESS,,,,,,,,,,,,,,8,1,0,3,2,8,0,0,1,1,0,0,0,0,1,0
,,,,BLUSH,3,,,, B,LU,SH,,,,,SHUL,BLUSH,LUSH,,,,,,,,,,,,,,5,1,0,3,3,7,0,0,0,2,0,0,0,1,0,0
,,,,GRIDED,3,,,,GR,ID,ED,,,,,GRID,GRIDED,DIED,,,,,,,,,,,,,,6,0,0,8,0,8,1,0,1,0,0,0,0,0,1,0
,,,,FORMES,3,,,,FO,RM,ES,,,,,FOES,FORMES,FORM,,,,,,,,,,,,,,6,0,0,8,0,8,1,0,0,1,0,0,0,0,1,0
,,,,STRASS,5,,,,ST,RA,SS,,,,,STAR,TSAR,RATS,ARTS,STRASS,,,,,,,,,,,,6,0,1,8,2,8,0,0,3,1,0,0,0,0,1,0
,,,,TOWELLED,4,,,, TO,WEL,LED,,,,,TOWELLED,TOWEL,WELLED,TOLED,,,,,,,,,,,,,8,1,0,3,3,8,0,0,0,3,0,0,0,0,1,0
,,,,OREAD,5,,,, O,RE,AD,,,,,READ,ADO,OREAD,ORE,DARE,,,,,,,,,,,,5,1,0,7,0,7,1,1,0,2,0,0,0,1,0,0
,,,,HORDE,3,,,, H,OR,DE,,,,,EDH,HORDE,RODE,,,,,,,,,,,,,,5,1,0,2,2,7,0,0,2,0,0,0,0,1,0,0
,,,,OILED,6,,,, O,IL,ED,,,,,OIL,LIED,DELI,OILED,ODE,DEIL,,,,,,,,,,,5,1,0,3,0,7,1,1,0,3,0,0,0,1,0,0
,,,,FASTINGS,3,,,, FA,STI,NGS,,,,,FANGS,FASTINGS,STINGS,,,,,,,,,,,,,,8,1,0,7,3,7,0,0,0,2,0,0,0,1,0,0
,,,,CULPA,3,,,, C,UL,PA,,,,,CULPA,PAC,CAP,,,,,,,,,,,,,,5,1,0,7,2,7,0,0,1,0,0,1,0,1,0,0
,,,,PAGANISM,3,,,, PA,GAN,ISM,,,,,PANGA,PAGANISM,PAGAN,,,,,,,,,,,,,,8,1,0,5,3,7,0,0,0,1,0,1,0,1,0,0
,,,,MATCH,5,,,, M,AT,CH,,,,,TACH,TAM,MATCH,MAT,CHAT,,,,,,,,,,,,5,1,0,0,0,7,1,0,1,1,0,1,0,1,0,0
,,,,BEEFS,3,,,,BE,EF,S ,,,,,BEEFS,EFS,BEEF,,,,,,,,,,,,,,5,1,0,3,2,8,0,0,1,1,0,0,0,0,1,0
,,,,ELEMIS,3,,,,EL,EM,IS,,,,,LEIS,ELEMIS,ISLE,,,,,,,,,,,,,,6,0,0,7,3,7,0,0,0,1,0,1,0,1,0,0
,,,,CERATINS,4,,,, CE,RAT,INS,,,,,SINCE,CERATINS,TRACE,TRAINS,,,,,,,,,,,,,8,1,0,8,0,8,1,2,0,0,0,0,0,0,1,0
,,,,CURERS,6,,,,CU,RE,RS,,,,,CURS,CURSER,CURERS,CURE,ERRS,RECURS,,,,,,,,,,,6,0,0,3,1,8,0,1,0,2,0,1,1,0,1,0
,,,,HOARD,5,,,,HO,AR,D ,,,,,HORA,HOAR,RAD,HOARD,HOD,,,,,,,,,,,,5,1,0,3,3,7,0,0,0,2,0,1,1,1,0,0
,,,,UNAPT,6,,,,UN,AP,T ,,,,,UNAPT,TAP,NUT,APT,TUN,PAT,,,,,,,,,,,5,1,0,7,0,7,2,0,2,0,0,1,0,1,0,0
,,,,LUSTERED,3,,,,LUS,TER,ED ,,,,,SLUED,LUSTERED,LUSTER,,,,,,,,,,,,,,8,1,0,8,3,8,0,0,0,1,0,1,0,0,1,0
,,,,TANAGERS,3,,,,TAN,AGE,RS ,,,,,TANAGERS,AGERS,GEARS,,,,,,,,,,,,,,8,1,0,5,2,8,0,0,1,0,0,1,0,0,1,0
,,,,ULCERATE,3,,,, UL,CER,ATE,,,,,ULCERATE,CERATE,ULCER,,,,,,,,,,,,,,8,1,0,5,3,7,0,0,0,1,0,1,0,1,0,0
,,,,MEREST,6,,,,ME,RE,ST,,,,,REST,STEM,RETS,MEREST,ERST,MERE,,,,,,,,,,,6,0,0,3,0,7,2,0,1,1,0,0,1,1,0,0
,,,,WACKOS,3,,,,WA,CK,OS,,,,,WACK,SOCK,WACKOS,,,,,,,,,,,,,,6,0,0,5,2,7,0,0,1,0,0,1,0,1,0,0
,,,,SAINTS,3,,,,SA,IN,TS,,,,,NITS,SAIN,SAINTS,,,,,,,,,,,,,,6,0,0,3,3,7,0,0,0,2,0,0,0,1,0,0
,,,,DEMUR,3,,,, D,EM,UR,,,,,URD,MED,DEMUR,,,,,,,,,,,,,,5,1,0,5,4,8,0,0,0,0,1,1,0,0,1,0
,,,,DADAS,4,,,, D,AD,AS,,,,,DAD,ADD,DADAS,SAD,,,,,,,,,,,,,5,1,0,7,0,7,1,1,0,1,0,0,0,1,0,0
,,,,SHOGUNAL,3,,,,SHO,GUN,AL ,,,,,SHOGUNAL,SHOGUN,SHOAL,,,,,,,,,,,,,,8,1,0,8,3,8,0,0,0,1,0,1,0,0,1,0
,,,,ROUGHEST,4,,,, RO,UGH,EST,,,,,ROUGH,ROTES,HUGEST,ROUGHEST,,,,,,,,,,,,,8,1,0,3,1,8,0,1,0,2,0,0,0,0,1,0
